company,companyPbId,dealPbId,dealDate,dealSize,dealSizeStatus,investors,dealType,dealSynopsis
Ashvattha Therapeutics,154977-67,211961-35T,31-May-2020,22.00,Actual,"Dope Ventures (Rodney Yesep), Erik Peterson (Erik Peterson), Kingsley Advani (Kingsley Advani), Kyle Wang (Kyle Wang), Natural Capital (US) (Jay Zaveri), Philip Deutch (Philip Deutch), Plum Alley Investments, Sakya Duvvuru (Sakya Duvvuru), Sam Altman (Sam Altman), Sand Hill Angels, Social Capital (Chamath Palihapitiya), Transform Investment Group, Tribe Capital, Zephyr Ventures",Later Stage VC,"The company raised $22 million of Series B venture funding in a deal led by Natural Capital (US) on May 31, 2020, putting the company's pre-money valuation at $98 million. Transform Capital, Zephyr Ventures, Tribe Capital, Plum Alley Investments, Social Capital, Dope Ventures, Sand Hill Angels, Sam Altman, Philip Deutch, Erik Peterson, Kingsley Advani, Kyle Wang and Sakya Duvvuru also participated in the round. The funding was raised initially in the form of convertible debt and subsequently converted to equity. The amount was was initially raised in the form of convertible debt that subsequently got converted to equity."
Ashvattha Therapeutics,154977-67,213188-32T,,0.90,Estimated,,Seed Round,"The company raised an estimated $900,002 of Seed funding on an undisclosed date, putting the company's pre-money valuation at $2.2 million."
Assure Medical Technologies,533589-85,269918-74T,,,,The Consortium for Technology & Innovation in Pediatrics,Accelerator/Incubator,The company joined The West Coast Consortium for Technology & Innovation in Pediatrics on an undisclosed date. No equity or funding was exchanged as a result of this program.
Astek Diagnostics,469902-79,176355-01T,12-Jul-2021,0.13,Actual,Y Combinator (Surbhi Sarna),Accelerator/Incubator,"The company joined Y Combinator as a part of its Summer 2021 Batch on July 12, 2021 and received $125,000 in funding in the form of SAFE Notes, putting the company's pre-money valuation at $1.67 million. The funding was initially raised in the form of SAFE Notes and subsequently got converted into equity."
Astek Diagnostics,469902-79,176356-90T,17-Aug-2020,0.32,Actual,TEDCO,Grant,"The company received $315,000 of grant funding from TEDCO in its MII Technology Assement Phase and MII's Company Formation Phase on August 17, 2020."
Astek Diagnostics,469902-79,190550-17T,12-Dec-2021,0.26,Actual,National Science Foundation,Grant,"The company received $255,975 of grant funding from National Science Foundation as a part of its SBIR Phase I on December 12, 2021."
Astek Diagnostics,469902-79,190551-52T,18-Mar-2022,0.35,Actual,TEDCO (Jean-Luc Park),Early Stage VC,"The company raised $345,000 of venture funding from TEDCO and other undisclosed investors on March 18, 2022. The funding was initially raised in the form of convertible debt and subsequently got converted into equity."
Astek Diagnostics,469902-79,199494-19T,01-May-2022,,,National Science Foundation,Accelerator/Incubator,"The company joined National Science Foundation on May 1, 2022."
Astek Diagnostics,469902-79,220117-60T,21-Aug-2023,3.10,Actual,"Abell Foundation, Ayana Capital, Biomedical Advanced Research and Development Authority, Goldin Ventures, Harvard Management Company, Maryland Industrial Partnerships, Maryland Innovation Initiative, National Institutes of Health, TEDCO (Theodore Gresser), The University System of Maryland Momentum Fund, U.S. Food and Drug Administration, Wexford Science & Technology (Thomas Osha)",Early Stage VC,"The company raised $3.1 million of venture funding in a deal led by Wexford Science & Technology on August 21, 2023. Maryland Innovation Initiative, Ayana Capital, The University System of Maryland Momentum Fund, Abell Foundation, TEDCO, University of Maryland, Baltimore County, Goldin Ventures, Harvard Management Company, U.S. Food and Drug Administration, Biomedical Advanced Research and Development Authority, National Institutes of Health and Maryland Industrial Partnerships also participated in the round. The funds will be used to support the development and launch of a medical device designed for the speedy recovery of patients suffering from urinary tract infections (UTIs)."
Astek Diagnostics,469902-79,234817-48T,16-Jun-2020,0.15,Actual,,Seed Round,"The company raised $150,000 of seed funding from undisclosed investors on June 16, 2020. The amount was initially raised in the form of a combination which subsequently got converted to equity."
Astek Diagnostics,469902-79,245478-79T,08-Mar-2024,2.00,Actual,"Abell Foundation, Ayana Capital (Angel Kelchev), Goldin Ventures, Harvard Management Company, Key Technologies, Maryland Industrial Partnerships, Maryland Innovation Initiative, She's Independent, TEDCO (Theodore Gresser), The University System of Maryland Momentum Fund, Wexford Science & Technology (George Davis), Y Combinator",Early Stage VC,"The company raised $2 million of venture funding in a deal led by She's Independent on March 8, 2024, putting the company's pre-money valuation at an estimated $15 million. Key Technologies, Maryland Innovation Initiative, The University System of Maryland Momentum Fund, TEDCO, Ayana Capital, Abell Foundation, Y Combinator, Wexford Science & Technology, Goldin Ventures, Maryland Industrial Partnerships, and Harvard Management Company also participated in the round."
Astek Diagnostics,469902-79,248417-02T,01-Oct-2023,,,"National Science Foundation, National Science Foundation Innovation Corps Program",Accelerator/Incubator,The company joined National Science Foundation Innovation Corps Program and National Science Foundation as a part of their NSF I-Corps Fall 2023 Program and NSF SBIR Fall Boot Camp in October 2023.
Astek Diagnostics,469902-79,248421-61T,01-Jan-2023,0.27,Actual,National Science Foundation,Grant,"The company received $274,587 of grant funding from National Science Foundation in 2023."
Astek Diagnostics,469902-79,264400-03T,29-May-2024,,,MedTech Innovator (Paul Grand),Accelerator/Incubator,"The company joined MedTech Innovator as part of its MedTech Innovator US 2024 Cohort on May 29, 2024. No equity or funding was exchanged as a result of this program."
Auxergen,465100-66,170572-33T,24-May-2023,0.56,Actual,,Seed Round,"The company raised $560,000 of seed funding from undisclosed investors on May 24, 2023."
Auxergen,465100-66,248607-46T,,0.29,Actual,,Angel (individual),"The company raised $290,000 of angel funding on an undisclosed date."
Avasys,186060-97,93981-25T,,,,Johns Hopkins Technology Ventures,Accelerator/Incubator,The company joined Fast Forward at Johns Hopkins University on an undisclosed date.
Avasys,186060-97,93983-77T,01-Mar-2016,,,TEDCO,Grant,The company received an undisclosed amount of grant funding from TEDCO in March 2016.
Awarables,166317-67,75611-53T,13-Sep-2016,0.50,Actual,Abell Foundation (Robert Embry),Early Stage VC,"The company raised $500,000 of seed funding from The Abell Foundation on September 13, 2016, putting the company's pre-money valuation at $4.5 million. The funds will be used to hire new engineers and management staff to help move that project forward."
Awarables,166317-67,75614-14T,30-Jun-2016,0.15,Actual,National Science Foundation,Grant,"The company received $149,941 of grant funding from National Science Foundation on June 30, 2016."
Awarables,166317-67,75614-41T,10-Nov-2015,,,"National Science Foundation, New England Pediatric Device Consortium",Grant,"The company received an undisclosed amount of grant funding as a part of 2015 NEPDC Target Challenge from New England Pediatric Device Consortium and National Science Foundation on November 10, 2015."
Awarables,166317-67,75642-22T,01-Jan-2015,,,Springboard Enterprises,Accelerator/Incubator,"The company joined Springboard Enterprises on January 1, 2015."
Awarables,166317-67,187996-42T,18-Jun-2015,0.30,Actual,National Science Foundation,Grant,"The company received $297,628 of grant funding from National Science Foundation on June 18, 2015."
Awarables,166317-67,218323-45T,06-Mar-2017,,,,Out of Business,"The company is no longer actively in business as of March 6, 2017."
Barter Black,628908-31,275606-74T,05-May-2022,,,Founders First CDC,Accelerator/Incubator,"The company joined Founders First CDC as a part of its kitty fund grant program on May 5, 2022 and received an undisclosed amount of funding in the form of grant."
Barter Black,628908-31,275606-83T,28-Mar-2024,0.01,,The Universities at Shady Grove,Accelerator/Incubator,"The company joined The Universities at Shady Grove on March 28, 2024 and received $3,000 in funding."
Bashpole Software,234501-22,113719-42T,01-Jan-2016,5.52,Actual,United States Department of Defense,Grant,The company received $5.52 million of grant funding from United States Department of Defense in 2016.
BEIT,327203-56,124282-45T,01-Oct-2019,1.40,Actual,"Bloomberg Beta, Charles Songhurst (Charles Songhurst), DCVC, Firebolt Ventures, George Armoyan (George Armoyan), Kindred Capital, Manta Ray Ventures, S28 Capital",Seed Round,"The company raised $1.4 million of seed funding in a deal led by Kindred Capital on October 1, 2019. Bloomberg Beta, S28 Capital, DCVC, Manta Ray Ventures, Firebolt Ventures, Charlie Songhurst and George Armoyan also participated in the round. The funds will be used for the development and implementation of an effective algorithm for solving NP-complete problems on quantum computers."
BEIT,327203-56,124302-52T,01-Jan-2014,2.60,Actual,European Union,Grant,The company received $2.6 million of grant funding from European Union in 2014.
BEIT,327203-56,165005-92T,12-Jun-2019,,,Creative Destruction Lab,Accelerator/Incubator,"The company joined Creative Destruction Lab on June 12, 2019."
BEIT,327203-56,246778-48T,10-Nov-2023,1.06,Actual,"Bitspiration Booster, Tensor Ventures",Seed Round,"The company raised $1 million of seed funding from Bitspiration Booster & Tensor Ventures on November 10, 2023."
BEIT,327203-56,255228-58T,11-Jan-2023,2.66,Actual,European Innovation Council Fund,Grant,"The company received EUR 2.5 million of grant funding from European Innovation Council Fund on January 11, 2023."
BEIT,327203-56,265360-60T,01-Jan-2022,,,The World Economic Forum,Accelerator/Incubator,The company joined The World Economic Forum in 2022. No equity or funding was exchanged as a result of this program.
BeneKinetic,532879-21,288829-99T,01-Jan-2023,,,Founderzero,Accelerator/Incubator,The company joined Founderzero in 2023. No equity or funding was exchanged as a result of this program.
BeneKinetic,532879-21,288841-33T,09-Jan-2024,,,TEDCO (Troy LeMaile-Stovall),Accelerator/Incubator,"The company joined TEDCO as part of its SBIR/STTR Proposal Lab Cohort on January 9, 2024 and received an undisclosed amount of funding in the form of a grant."
BioBind,466695-73,172613-53T,01-Apr-2021,,,National Science Foundation Innovation Corps Program,Accelerator/Incubator,The company joined National Science Foundation Innovation Corps Program as part of its NSF I-Corps Spring 2021 program in April 2021.
Biokmir,530990-20,228364-66T,16-Nov-2018,0.01,Actual,The Do Good Institute,Grant,"The company received $500 of grant funding as a part of Do Good Mini-Grant program from The Do Good Institute on November 16, 2018. The funds will be used to fund a trip to Morocco to build relationships with the government and other stakeholders to partner on this project."
Biokmir,530990-20,228383-83T,01-May-2023,,,National Science Foundation Innovation Corps Program,Accelerator/Incubator,The company joined the NSF I-Corps Spring 2023 Program in May 2023 and received an undisclosed amount of funding.
Biokmir,530990-20,281642-23T,14-Nov-2020,,,U-FOUNDERS,Accelerator/Incubator,"The company joined U-FOUNDERS as a part of U-Founders 2020 cohort on November 14, 2020."
Blimp (Logistics),541279-99,246744-01T,16-Jul-2020,0.01,Actual,Robert H. Smith School of Business,Accelerator/Incubator,"The company joined Robert H. Smith School of Business on July 16, 2020 and received $5,000 in funding in the form of grant."
Blimp (Logistics),541279-99,246744-46T,05-May-2021,0.03,Actual,Robert H. Smith School of Business,Grant,"The company received $30,000 of grant funding from Robert H. Smith School of Business on May 5, 2021."
Blimp (Logistics),541279-99,246744-82T,18-Oct-2021,0.01,Actual,Shatter Fund,Grant,"The company received $5,000 of grant funding from Shatter Fund on October 18, 2021."
Blimp (Logistics),541279-99,288561-88T,12-Sep-2024,,,Capital One Financial (NYS: COF),Accelerator/Incubator,"The company graduated from Capital One Financial as part of its 2024 Accelerator Program on September 12, 2024. No equity or funding was exchanged as a result of this program."
Blimp (Logistics),541279-99,288562-69T,01-Jul-2024,,,Startup Shell,Accelerator/Incubator,The company joined Startup Shell in July 2024. No equity or funding was exchanged as a result of this program.
Blue Rose Consulting Group,498755-80,197595-55T,12-Mar-2021,0.40,Actual,,Debt - General,"The company received $400,000 of debt financing in the form of a loan from Customers Bank on March 12, 2021."
Bluelene,268662-88,120564-28T,02-Jul-2019,0.15,Actual,TEDCO (George Davis),Early Stage VC,"The company raised $150,000 of venture funding from TEDCO on July 2, 2019."
Bluelene,268662-88,225276-04T,01-Jan-2019,0.23,Actual,National Science Foundation,Grant,"The company received $225,000 of grant funding from National Science Foundation in approximately 2019."
Bluelene,268662-88,252275-77T,08-Aug-2023,0.09,Actual,,Grant,"The company received $90,000 of grant funding from an undisclosed grantor on August 8, 2023."
Bolston Technology,463076-29,168905-89T,01-Jan-2021,,,National Science Foundation Innovation Corps Program,Accelerator/Incubator,The company joined National Science Foundation Innovation Corps Program as a part of NSF I-Corps Winter Cohort in January 2021.
